utmx utmy Watershednum elevation aspect slope
277765 4866905 7 784 135 14.85106
277775 4866905 7 782 139.3987 12.97935
277785 4866905 7 781 139.3987 12.97935
277795 4866905 7 779 135 11.97673
277805 4866905 7 778 135 9.039936
277815 4866905 7 777 142.125 8.111279
277825 4866905 7 776 155.556 8.588925
277835 4866905 7 776 158.9625 9.876473
277845 4866905 7 775 168.6901 10.82504
277855 4866905 7 775 165.9638 11.64863
277865 4866905 7 774 165.9638 11.64863
277875 4866905 7 774 180 11.30993
277885 4866905 7 774 165.9638 11.64863
277895 4866905 7 773 165.9638 11.64863
277905 4866905 7 773 176.1859 10.64269
277915 4866905 7 773 167.0054 9.468127
277925 4866905 7 772 164.7449 8.111279
277935 4866905 7 772 168.6901 7.264627
277945 4866905 7 772 158.1986 7.667577
277955 4866905 7 771 149.0362 8.293805
277965 4866905 7 770 155.556 8.588925
277975 4866905 7 770 161.565 8.984877
277985 4866905 7 769 161.565 8.984877
277995 4866905 7 769 153.435 9.520202
278005 4866905 7 768 153.435 9.520202
278015 4866905 7 767 153.435 9.520202
278025 4866905 7 766 146.3099 10.21938
278035 4866905 7 765 153.435 9.520202
278045 4866905 7 765 153.435 9.520202
278055 4866905 7 764 151.6992 10.45686
278065 4866905 7 763 168.6901 10.82504
278245 4866905 8 753 170.5377 8.64667
278255 4866905 8 753 219.2894 10.07397
278265 4866905 8 755 225 10.02499
278275 4866905 8 756 218.6598 9.094641
278285 4866905 8 757 225 9.039936
278295 4866905 8 758 225 8.049467
278305 4866905 8 759 206.565 6.37937
278315 4866905 8 759 206.565 6.37937
278325 4866905 8 760 206.565 6.37937
278335 4866905 8 760 206.565 6.37937
278345 4866905 8 761 209.0546 7.333393
278355 4866905 8 761 195.2551 8.111279
278365 4866905 8 762 192.9946 9.468127
278375 4866905 8 762 188.1301 10.02499
278385 4866905 8 762 195.9454 10.31508
278395 4866905 8 763 191.3099 10.82504
278405 4866905 8 763 180 11.30993
278415 4866905 8 763 194.0362 11.64863
278425 4866905 8 764 194.0362 11.64863
278435 4866905 8 764 180 11.30993
278445 4866905 8 764 180 11.30993
278455 4866905 8 764 191.3099 10.82504
278465 4866905 8 765 195.9454 10.31508
278475 4866905 8 765 183.8141 10.64269
278485 4866905 8 765 180 11.30993
278495 4866905 8 765 180 11.30993
278505 4866905 8 765 183.8141 10.64269
278515 4866905 8 765 192.9946 9.468127
278525 4866905 8 766 192.9946 9.468127
278535 4866905 8 766 183.8141 10.64269
278545 4866905 8 766 180 11.30993
278555 4866905 8 766 183.8141 10.64269
278565 4866905 8 766 184.3987 9.256682
278575 4866905 8 766 189.4623 8.64667
278585 4866905 8 767 192.9946 9.468127
278595 4866905 8 767 188.1301 10.02499
278605 4866905 8 767 192.9946 9.468127
278615 4866905 8 768 192.9946 9.468127
278625 4866905 8 768 188.1301 10.02499
278635 4866905 8 768 184.3987 9.256682
278645 4866905 8 768 192.9946 9.468127
278655 4866905 8 769 195.9454 10.31508
278665 4866905 8 769 192.9946 9.468127
278675 4866905 8 770 198.435 8.984877
278685 4866905 8 770 198.435 8.984877
278695 4866905 8 771 198.435 8.984877
278705 4866905 8 771 198.435 8.984877
278715 4866905 8 772 195.2551 8.111279
278725 4866905 8 772 191.3099 7.264627
278735 4866905 8 772 201.8014 7.667577
278745 4866905 8 773 201.8014 7.667577
278755 4866905 8 773 195.2551 8.111279
278765 4866905 8 774 198.435 8.984877
278775 4866905 8 774 198.435 8.984877
278785 4866905 8 775 206.565 9.520202
278795 4866905 8 776 206.565 9.520202
278805 4866905 8 776 206.565 9.520202
278815 4866905 8 777 208.3008 10.45686
278825 4866905 8 778 205.0169 11.69021
278835 4866905 8 779 206.565 12.60438
278845 4866905 8 780 206.565 12.60438
278855 4866905 8 781 207.8973 13.51969
278865 4866905 8 782 205.3462 14.72425
278875 4866905 8 783 206.565 15.61613
278885 4866905 8 785 206.565 15.61613
278895 4866905 8 786 201.8014 15.06996
278905 4866905 8 787 206.565 15.61613
278915 4866905 8 788 206.565 15.61613
278925 4866905 8 789 200.2249 14.2036
278935 4866905 8 790 202.3801 12.94241
278945 4866905 8 791 206.565 12.60438
279025 4866905 9 793 180 14.03624
279035 4866905 9 793 180 14.03624
279045 4866905 9 793 180 14.03624
279055 4866905 9 793 176.9872 13.37805
279065 4866905 9 793 176.6335 12.01703
279075 4866905 9 793 169.992 12.17678
279085 4866905 9 792 167.4712 12.97935
279095 4866905 9 792 176.6335 12.01703
279105 4866905 9 792 165.9638 11.64863
279115 4866905 9 791 165.9638 11.64863
279125 4866905 9 791 165.9638 11.64863
279135 4866905 9 790 165.9638 11.64863
279145 4866905 9 790 165.9638 11.64863
279155 4866905 9 789 153.435 12.60438
279165 4866905 9 788 165.9638 11.64863
279175 4866905 9 788 165.9638 11.64863
279185 4866905 9 787 165.9638 11.64863
279195 4866905 9 787 168.6901 10.82504
279205 4866905 9 786 164.0546 10.31508
279215 4866905 9 786 176.1859 10.64269
279225 4866905 9 786 165.9638 11.64863
279235 4866905 9 785 165.9638 11.64863
279245 4866905 9 785 180 11.30993
279255 4866905 9 785 165.9638 11.64863
279265 4866905 9 784 165.9638 11.64863
279275 4866905 9 784 176.1859 10.64269
279285 4866905 9 784 164.0546 10.31508
279295 4866905 9 783 168.6901 10.82504
279305 4866905 9 783 180 11.30993
279315 4866905 9 783 168.6901 10.82504
279325 4866905 9 782 164.0546 10.31508
279335 4866905 9 782 176.1859 10.64269
279345 4866905 9 782 165.9638 11.64863
279355 4866905 9 781 161.565 11.17999
279365 4866905 9 781 164.0546 10.31508
279375 4866905 9 780 154.9831 11.69021
279385 4866905 9 779 154.9831 11.69021
279395 4866905 9 778 151.6992 10.45686
279405 4866905 9 777 153.435 9.520202
279415 4866905 9 777 161.565 8.984877
279425 4866905 9 776 167.0054 9.468127
279435 4866905 9 776 164.0546 10.31508
279445 4866905 9 775 164.0546 10.31508
279455 4866905 9 775 164.0546 10.31508
279465 4866905 9 774 164.0546 10.31508
279475 4866905 9 774 164.0546 10.31508
279485 4866905 9 773 164.0546 10.31508
279495 4866905 9 773 161.565 11.17999
279505 4866905 9 772 165.9638 11.64863
279515 4866905 9 772 176.1859 10.64269
279525 4866905 9 772 167.0054 9.468127
279535 4866905 9 771 170.5377 8.64667
279545 4866905 9 771 175.6013 9.256682
279555 4866905 9 771 171.8699 10.02499
279565 4866905 9 771 175.6013 9.256682
279575 4866905 9 771 170.5377 8.64667
279585 4866905 9 770 161.565 8.984877
279595 4866905 9 770 161.565 8.984877
279605 4866905 9 769 161.565 8.984877
279615 4866905 9 769 161.565 8.984877
279625 4866905 9 768 161.565 8.984877
279635 4866905 9 768 175.6013 9.256682
279645 4866905 9 768 183.8141 10.64269
277625 4866915 7 799 135 8.049467
277635 4866915 7 798 153.435 6.37937
277645 4866915 7 798 153.435 6.37937
277655 4866915 7 797 135 8.049467
277665 4866915 7 796 135 8.049467
277675 4866915 7 795 150.9454 7.333393
277685 4866915 7 795 155.556 8.588925
277695 4866915 7 794 146.3099 10.21938
277705 4866915 7 793 139.7636 12.01703
277715 4866915 7 791 135 14.85106
277725 4866915 7 789 143.1301 14.03624
277735 4866915 7 788 143.1301 14.03624
277745 4866915 7 786 135 15.79317
277755 4866915 7 784 135 15.79317
277765 4866915 7 782 139.0856 13.93471
277775 4866915 7 781 139.7636 12.01703
277785 4866915 7 779 135 11.00409
277795 4866915 7 778 135 9.039936
277805 4866915 7 777 135 9.039936
277815 4866915 7 776 140.7106 10.07397
277825 4866915 7 775 151.6992 10.45686
277835 4866915 7 774 156.8014 10.77977
277845 4866915 7 773 164.0546 10.31508
277855 4866915 7 773 161.565 11.17999
277865 4866915 7 772 165.9638 11.64863
277875 4866915 7 772 180 11.30993
277885 4866915 7 772 168.6901 10.82504
277895 4866915 7 771 167.0054 9.468127
277905 4866915 7 771 180 8.530766
277915 4866915 7 771 170.5377 8.64667
277925 4866915 7 771 170.5377 8.64667
277935 4866915 7 771 170.5377 8.64667
277945 4866915 7 770 161.565 8.984877
277955 4866915 7 770 155.556 8.588925
277965 4866915 7 769 149.0362 8.293805
277975 4866915 7 768 155.556 8.588925
277985 4866915 7 768 158.9625 9.876473
277995 4866915 7 767 156.8014 10.77977
278005 4866915 7 766 158.9625 9.876473
278015 4866915 7 766 153.435 9.520202
278025 4866915 7 765 146.3099 10.21938
278035 4866915 7 764 151.6992 10.45686
278045 4866915 7 763 154.9831 11.69021
278055 4866915 7 762 153.435 12.60438
278245 4866915 8 751 176.9872 13.37805
278255 4866915 8 752 212.9052 14.2036
278265 4866915 8 754 216.2538 13.08946
278275 4866915 8 754 214.6952 11.17999
278285 4866915 8 756 225 11.00409
278295 4866915 8 757 225 9.039936
278305 4866915 8 758 206.565 6.37937
278315 4866915 8 758 206.565 6.37937
278325 4866915 8 759 206.565 6.37937
278335 4866915 8 759 198.435 6.762861
278345 4866915 8 760 201.8014 7.667577
278355 4866915 8 760 191.3099 7.264627
278365 4866915 8 760 185.1944 7.860959
278375 4866915 8 760 189.4623 8.64667
278385 4866915 8 761 192.9946 9.468127
278395 4866915 8 761 183.8141 10.64269
278405 4866915 8 761 183.8141 10.64269
278415 4866915 8 761 195.9454 10.31508
278425 4866915 8 762 191.3099 10.82504
278435 4866915 8 762 180 11.30993
278445 4866915 8 762 180 11.30993
278455 4866915 8 762 190.008 12.17678
278465 4866915 8 763 192.5288 12.97935
278475 4866915 8 763 183.3665 12.01703
278485 4866915 8 763 180 11.30993
278495 4866915 8 763 180 11.30993
278505 4866915 8 763 191.3099 10.82504
278515 4866915 8 764 195.9454 10.31508
278525 4866915 8 764 183.8141 10.64269
278535 4866915 8 764 180 11.30993
278545 4866915 8 764 180 11.30993
278555 4866915 8 764 191.3099 10.82504
278565 4866915 8 765 192.9946 9.468127
278575 4866915 8 765 184.3987 9.256682
278585 4866915 8 765 188.1301 10.02499
278595 4866915 8 765 192.9946 9.468127
278605 4866915 8 766 192.9946 9.468127
278615 4866915 8 766 188.1301 10.02499
278625 4866915 8 766 192.9946 9.468127
278635 4866915 8 767 189.4623 8.64667
278645 4866915 8 767 189.4623 8.64667
278655 4866915 8 767 198.435 8.984877
278665 4866915 8 768 198.435 8.984877
278675 4866915 8 768 198.435 8.984877
278685 4866915 8 769 198.435 8.984877
278695 4866915 8 769 198.435 8.984877
278705 4866915 8 770 198.435 8.984877
278715 4866915 8 770 198.435 8.984877
278725 4866915 8 771 195.2551 8.111279
278735 4866915 8 771 201.8014 7.667577
278745 4866915 8 772 201.8014 7.667577
278755 4866915 8 772 191.3099 7.264627
278765 4866915 8 772 195.2551 8.111279
278775 4866915 8 773 198.435 8.984877
278785 4866915 8 773 206.565 9.520202
278795 4866915 8 774 206.565 9.520202
278805 4866915 8 775 206.565 9.520202
278815 4866915 8 776 206.565 9.520202
278825 4866915 8 776 206.565 9.520202
278835 4866915 8 777 208.3008 10.45686
278845 4866915 8 778 205.0169 11.69021
278855 4866915 8 779 206.565 12.60438
278865 4866915 8 780 206.565 12.60438
278875 4866915 8 781 207.8973 13.51969
278885 4866915 8 782 205.3462 14.72425
278895 4866915 8 783 201.8014 15.06996
278905 4866915 8 784 206.565 15.61613
278915 4866915 8 786 206.565 15.61613
278925 4866915 8 787 201.8014 15.06996
278935 4866915 8 788 201.8014 15.06996
279025 4866915 9 791 180 11.30993
279035 4866915 9 791 180 11.30993
279045 4866915 9 791 180 11.30993
279055 4866915 9 791 180 11.30993
279065 4866915 9 791 176.6335 12.01703
279075 4866915 9 791 167.4712 12.97935
279085 4866915 9 790 169.992 12.17678
279095 4866915 9 790 180 11.30993
279105 4866915 9 790 165.9638 11.64863
279115 4866915 9 789 165.9638 11.64863
279125 4866915 9 789 165.9638 11.64863
279135 4866915 9 788 165.9638 11.64863
279145 4866915 9 788 165.9638 11.64863
279155 4866915 9 787 154.9831 11.69021
279165 4866915 9 786 164.0546 10.31508
279175 4866915 9 786 164.0546 10.31508
279185 4866915 9 785 164.0546 10.31508
279195 4866915 9 785 171.8699 10.02499
279205 4866915 9 785 164.0546 10.31508
279215 4866915 9 784 168.6901 10.82504
279225 4866915 9 784 165.9638 11.64863
279235 4866915 9 783 165.9638 11.64863
279245 4866915 9 783 180 11.30993
279255 4866915 9 783 165.9638 11.64863
279265 4866915 9 782 165.9638 11.64863
279275 4866915 9 782 180 11.30993
279285 4866915 9 782 165.9638 11.64863
279295 4866915 9 781 165.9638 11.64863
279305 4866915 9 781 180 11.30993
279315 4866915 9 781 176.1859 10.64269
279325 4866915 9 781 164.0546 10.31508
279335 4866915 9 780 168.6901 10.82504
279345 4866915 9 780 165.9638 11.64863
279355 4866915 9 779 165.9638 11.64863
279365 4866915 9 779 165.9638 11.64863
279375 4866915 9 778 153.435 12.60438
279385 4866915 9 777 161.565 11.17999
279395 4866915 9 777 158.9625 9.876473
279405 4866915 9 776 151.6992 10.45686
279415 4866915 9 775 164.0546 10.31508
279425 4866915 9 775 164.0546 10.31508
279435 4866915 9 774 164.0546 10.31508
279445 4866915 9 774 164.0546 10.31508
279455 4866915 9 773 164.0546 10.31508
279465 4866915 9 773 164.0546 10.31508
279475 4866915 9 772 164.0546 10.31508
279485 4866915 9 772 164.0546 10.31508
279495 4866915 9 771 156.8014 10.77977
279505 4866915 9 770 164.0546 10.31508
279515 4866915 9 770 176.1859 10.64269
279525 4866915 9 770 176.1859 10.64269
279535 4866915 9 770 175.6013 9.256682
279545 4866915 9 770 170.5377 8.64667
279555 4866915 9 769 170.5377 8.64667
279565 4866915 9 769 175.6013 9.256682
279575 4866915 9 769 171.8699 10.02499
279585 4866915 9 769 164.0546 10.31508
279595 4866915 9 768 164.0546 10.31508
279605 4866915 9 768 164.0546 10.31508
279615 4866915 9 767 164.0546 10.31508
279625 4866915 9 767 164.0546 10.31508
279635 4866915 9 766 168.6901 10.82504
277625 4866925 7 798 135 8.049467
277635 4866925 7 797 153.435 6.37937
277645 4866925 7 797 153.435 6.37937
277655 4866925 7 796 135 8.049467
277665 4866925 7 795 135 8.049467
277675 4866925 7 794 142.125 8.111279
277685 4866925 7 793 146.3099 10.21938
277695 4866925 7 792 149.0362 12.3342
277705 4866925 7 791 143.1301 14.03624
277715 4866925 7 789 135 14.85106
277725 4866925 7 787 139.3987 12.97935
277735 4866925 7 786 139.0856 13.93471
277745 4866925 7 784 135 15.79317
277755 4866925 7 782 135 14.85106
277765 4866925 7 780 139.7636 12.01703
277775 4866925 7 779 140.1944 11.04835
277785 4866925 7 778 140.1944 11.04835
277795 4866925 7 777 146.3099 10.21938
277805 4866925 7 776 140.1944 11.04835
277815 4866925 7 774 140.1944 11.04835
277825 4866925 7 773 146.3099 10.21938
277835 4866925 7 772 153.435 9.520202
277845 4866925 7 772 158.9625 9.876473
277855 4866925 7 771 156.8014 10.77977
277865 4866925 7 770 164.0546 10.31508
277875 4866925 7 770 176.1859 10.64269
277885 4866925 7 770 176.1859 10.64269
277895 4866925 7 770 175.6013 9.256682
277905 4866925 7 770 180 8.530766
277915 4866925 7 770 170.5377 8.64667
277925 4866925 7 769 167.0054 9.468127
277935 4866925 7 769 171.8699 10.02499
277945 4866925 7 769 164.0546 10.31508
277955 4866925 7 768 164.0546 10.31508
277965 4866925 7 768 158.9625 9.876473
277975 4866925 7 767 153.435 9.520202
277985 4866925 7 766 153.435 9.520202
277995 4866925 7 765 153.435 9.520202
278005 4866925 7 765 158.9625 9.876473
278015 4866925 7 764 154.9831 11.69021
278025 4866925 7 763 153.435 12.60438
278035 4866925 7 762 153.435 12.60438
278045 4866925 7 761 153.435 12.60438
278245 4866925 8 748 177.5105 16.05432
278255 4866925 8 749 206.565 18.54198
278265 4866925 8 751 215.5377 17.87904
278275 4866925 8 753 220.9144 13.93471
278285 4866925 8 754 229.7636 12.01703
278295 4866925 8 756 230.7106 10.07397
278305 4866925 8 757 206.565 6.37937
278315 4866925 8 757 206.565 6.37937
278325 4866925 8 758 206.565 6.37937
278335 4866925 8 758 186.3402 6.457954
278345 4866925 8 758 195.2551 8.111279
278355 4866925 8 759 189.4623 8.64667
278365 4866925 8 759 180 8.530766
278375 4866925 8 759 184.3987 9.256682
278385 4866925 8 759 188.1301 10.02499
278395 4866925 8 759 184.3987 9.256682
278405 4866925 8 759 189.4623 8.64667
278415 4866925 8 760 192.9946 9.468127
278425 4866925 8 760 183.8141 10.64269
278435 4866925 8 760 180 11.30993
278445 4866925 8 760 180 11.30993
278455 4866925 8 760 183.3665 12.01703
278465 4866925 8 760 192.5288 12.97935
278475 4866925 8 761 190.008 12.17678
278485 4866925 8 761 180 11.30993
278495 4866925 8 761 180 11.30993
278505 4866925 8 761 194.0362 11.64863
278515 4866925 8 762 194.0362 11.64863
278525 4866925 8 762 180 11.30993
278535 4866925 8 762 180 11.30993
278545 4866925 8 762 183.8141 10.64269
278555 4866925 8 762 195.9454 10.31508
278565 4866925 8 763 191.3099 10.82504
278575 4866925 8 763 180 11.30993
278585 4866925 8 763 191.3099 10.82504
278595 4866925 8 764 195.9454 10.31508
278605 4866925 8 764 183.8141 10.64269
278615 4866925 8 764 191.3099 10.82504
278625 4866925 8 765 195.9454 10.31508
278635 4866925 8 765 188.1301 10.02499
278645 4866925 8 765 192.9946 9.468127
278655 4866925 8 766 198.435 8.984877
278665 4866925 8 766 198.435 8.984877
278675 4866925 8 767 198.435 8.984877
278685 4866925 8 767 198.435 8.984877
278695 4866925 8 768 198.435 8.984877
278705 4866925 8 768 198.435 8.984877
278715 4866925 8 769 198.435 8.984877
278725 4866925 8 769 198.435 8.984877
278735 4866925 8 770 198.435 8.984877
278745 4866925 8 770 198.435 8.984877
278755 4866925 8 771 195.2551 8.111279
278765 4866925 8 771 191.3099 7.264627
278775 4866925 8 771 201.8014 7.667577
278785 4866925 8 772 210.9638 8.293805
278795 4866925 8 773 204.444 8.588925
278805 4866925 8 773 201.0375 9.876473
278815 4866925 8 774 203.1986 10.77977
278825 4866925 8 775 208.3008 10.45686
278835 4866925 8 776 206.565 9.520202
278845 4866925 8 776 201.0375 9.876473
278855 4866925 8 777 205.0169 11.69021
278865 4866925 8 778 206.565 12.60438
278875 4866925 8 779 206.565 12.60438
278885 4866925 8 780 206.565 12.60438
278895 4866925 8 781 206.565 12.60438
278905 4866925 8 782 207.8973 13.51969
278915 4866925 8 783 205.3462 14.72425
278925 4866925 8 784 201.8014 15.06996
278935 4866925 8 785 201.8014 15.06996
279025 4866925 9 789 180 11.30993
279035 4866925 9 789 180 11.30993
279045 4866925 9 789 180 11.30993
279055 4866925 9 789 180 11.30993
279065 4866925 9 789 169.992 12.17678
279075 4866925 9 788 167.4712 12.97935
279085 4866925 9 788 176.6335 12.01703
279095 4866925 9 788 180 11.30993
279105 4866925 9 788 165.9638 11.64863
279115 4866925 9 787 165.9638 11.64863
279125 4866925 9 787 165.9638 11.64863
279135 4866925 9 786 165.9638 11.64863
279145 4866925 9 786 165.9638 11.64863
279155 4866925 9 785 161.565 11.17999
279165 4866925 9 785 164.0546 10.31508
279175 4866925 9 784 164.0546 10.31508
279185 4866925 9 784 164.0546 10.31508
279195 4866925 9 783 168.6901 10.82504
279205 4866925 9 783 165.9638 11.64863
279215 4866925 9 782 165.9638 11.64863
279225 4866925 9 782 165.9638 11.64863
279235 4866925 9 781 165.9638 11.64863
279245 4866925 9 781 180 11.30993
279255 4866925 9 781 165.9638 11.64863
279265 4866925 9 780 165.9638 11.64863
279275 4866925 9 780 180 11.30993
279285 4866925 9 780 165.9638 11.64863
279295 4866925 9 779 165.9638 11.64863
279305 4866925 9 779 180 11.30993
279315 4866925 9 779 180 11.30993
279325 4866925 9 779 168.6901 10.82504
279335 4866925 9 778 164.0546 10.31508
279345 4866925 9 778 161.565 11.17999
279355 4866925 9 777 165.9638 11.64863
279365 4866925 9 777 165.9638 11.64863
279375 4866925 9 776 153.435 12.60438
279385 4866925 9 775 165.9638 11.64863
279395 4866925 9 775 165.9638 11.64863
279405 4866925 9 774 154.9831 11.69021
279415 4866925 9 773 164.0546 10.31508
279425 4866925 9 773 164.0546 10.31508
279435 4866925 9 772 164.0546 10.31508
279445 4866925 9 772 164.0546 10.31508
279455 4866925 9 771 164.0546 10.31508
279465 4866925 9 771 164.0546 10.31508
279475 4866925 9 770 164.0546 10.31508
279485 4866925 9 770 161.565 11.17999
279495 4866925 9 769 161.565 11.17999
279505 4866925 9 769 164.0546 10.31508
279515 4866925 9 768 168.6901 10.82504
279525 4866925 9 768 180 11.30993
279535 4866925 9 768 180 11.30993
279545 4866925 9 768 176.1859 10.64269
279555 4866925 9 768 171.8699 10.02499
279565 4866925 9 768 168.6901 10.82504
279575 4866925 9 767 172.875 11.39565
279585 4866925 9 767 165.9638 11.64863
279595 4866925 9 766 165.9638 11.64863
279605 4866925 9 766 165.9638 11.64863
279615 4866925 9 765 165.9638 11.64863
279625 4866925 9 765 165.9638 11.64863
279635 4866925 9 764 165.9638 11.64863
277625 4866935 7 797 135 8.049467
277635 4866935 7 796 153.435 6.37937
277645 4866935 7 796 153.435 6.37937
277655 4866935 7 795 135 8.049467
277665 4866935 7 794 135 8.049467
277675 4866935 7 793 135 9.039936
277685 4866935 7 792 135 11.00409
277695 4866935 7 790 139.7636 12.01703
277705 4866935 7 789 139.0856 13.93471
277715 4866935 7 787 139.0856 13.93471
277725 4866935 7 786 139.3987 12.97935
277735 4866935 7 784 135 14.85106
277745 4866935 7 782 135 14.85106
277755 4866935 7 780 135 12.94241
277765 4866935 7 779 140.1944 11.04835
277775 4866935 7 778 140.1944 11.04835
277785 4866935 7 776 140.1944 11.04835
277795 4866935 7 775 145.3048 11.17999
277805 4866935 7 774 144.4623 12.13706
277815 4866935 7 773 145.3048 11.17999
277825 4866935 7 772 146.3099 10.21938
277835 4866935 7 771 151.6992 10.45686
277845 4866935 7 770 156.8014 10.77977
277855 4866935 7 769 158.9625 9.876473
277865 4866935 7 769 161.565 8.984877
277875 4866935 7 768 170.5377 8.64667
277885 4866935 7 768 180 8.530766
277895 4866935 7 768 175.6013 9.256682
277905 4866935 7 768 176.1859 10.64269
277915 4866935 7 768 176.1859 10.64269
277925 4866935 7 768 167.0054 9.468127
277935 4866935 7 767 167.0054 9.468127
277945 4866935 7 767 164.0546 10.31508
277955 4866935 7 766 164.0546 10.31508
277965 4866935 7 766 164.0546 10.31508
277975 4866935 7 765 158.9625 9.876473
277985 4866935 7 765 153.435 9.520202
277995 4866935 7 764 151.6992 10.45686
278005 4866935 7 763 154.9831 11.69021
278015 4866935 7 762 153.435 12.60438
278025 4866935 7 761 153.435 12.60438
278035 4866935 7 760 153.435 12.60438
278045 4866935 7 759 153.435 12.60438
278245 4866935 8 745 171.0274 13.51969
278255 4866935 8 746 210.9638 16.25392
278265 4866935 8 748 221.9872 18.58988
278275 4866935 8 751 221.8202 17.67649
278285 4866935 8 753 221.4237 15.82244
278295 4866935 8 755 220.9144 13.93471
278305 4866935 8 756 206.565 9.520202
278315 4866935 8 756 201.8014 7.667577
278325 4866935 8 757 195.2551 8.111279
278335 4866935 8 757 185.1944 7.860959
278345 4866935 8 757 191.3099 7.264627
278355 4866935 8 757 185.1944 7.860959
278365 4866935 8 757 180 8.530766
278375 4866935 8 757 180 8.530766
278385 4866935 8 757 189.4623 8.64667
278395 4866935 8 758 189.4623 8.64667
278405 4866935 8 758 184.3987 9.256682
278415 4866935 8 758 183.8141 10.64269
278425 4866935 8 758 180 11.30993
278435 4866935 8 758 180 11.30993
278445 4866935 8 758 180 11.30993
278455 4866935 8 758 180 11.30993
278465 4866935 8 758 190.008 12.17678
278475 4866935 8 759 192.5288 12.97935
278485 4866935 8 759 183.3665 12.01703
278495 4866935 8 759 180 11.30993
278505 4866935 8 759 194.0362 11.64863
278515 4866935 8 760 194.0362 11.64863
278525 4866935 8 760 180 11.30993
278535 4866935 8 760 183.8141 10.64269
278545 4866935 8 760 192.9946 9.468127
278555 4866935 8 761 192.9946 9.468127
278565 4866935 8 761 183.8141 10.64269
278575 4866935 8 761 183.8141 10.64269
278585 4866935 8 761 195.9454 10.31508
278595 4866935 8 762 191.3099 10.82504
278605 4866935 8 762 183.8141 10.64269
278615 4866935 8 762 195.9454 10.31508
278625 4866935 8 763 195.9454 10.31508
278635 4866935 8 763 192.9946 9.468127
278645 4866935 8 764 192.9946 9.468127
278655 4866935 8 764 195.9454 10.31508
278665 4866935 8 765 195.9454 10.31508
278675 4866935 8 765 195.9454 10.31508
278685 4866935 8 766 195.9454 10.31508
278695 4866935 8 766 195.9454 10.31508
278705 4866935 8 767 195.9454 10.31508
278715 4866935 8 767 195.9454 10.31508
278725 4866935 8 768 201.0375 9.876473
278735 4866935 8 768 198.435 8.984877
278745 4866935 8 769 198.435 8.984877
278755 4866935 8 769 198.435 8.984877
278765 4866935 8 770 189.4623 8.64667
278775 4866935 8 770 198.435 8.984877
278785 4866935 8 771 201.0375 9.876473
278795 4866935 8 771 195.9454 10.31508
278805 4866935 8 772 195.9454 10.31508
278815 4866935 8 772 198.435 11.17999
278825 4866935 8 773 206.565 12.60438
278835 4866935 8 774 205.0169 11.69021
278845 4866935 8 775 195.9454 10.31508
278855 4866935 8 775 198.435 11.17999
278865 4866935 8 776 206.565 12.60438
278875 4866935 8 777 206.565 12.60438
278885 4866935 8 778 206.565 12.60438
278895 4866935 8 779 206.565 12.60438
278905 4866935 8 780 206.565 12.60438
278915 4866935 8 781 206.565 12.60438
278925 4866935 8 782 202.3801 12.94241
279025 4866935 9 787 180 11.30993
279035 4866935 9 787 180 11.30993
279045 4866935 9 787 180 11.30993
279055 4866935 9 787 180 11.30993
279065 4866935 9 787 165.9638 11.64863
279075 4866935 9 786 165.9638 11.64863
279085 4866935 9 786 180 11.30993
279095 4866935 9 786 180 11.30993
279105 4866935 9 786 165.9638 11.64863
279115 4866935 9 785 165.9638 11.64863
279125 4866935 9 785 165.9638 11.64863
279135 4866935 9 784 165.9638 11.64863
279145 4866935 9 784 165.9638 11.64863
279155 4866935 9 783 165.9638 11.64863
279165 4866935 9 783 165.9638 11.64863
279175 4866935 9 782 165.9638 11.64863
279185 4866935 9 782 165.9638 11.64863
279195 4866935 9 781 163.6105 12.4894
279205 4866935 9 781 167.4712 12.97935
279215 4866935 9 780 169.992 12.17678
279225 4866935 9 780 165.9638 11.64863
279235 4866935 9 779 165.9638 11.64863
279245 4866935 9 779 180 11.30993
279255 4866935 9 779 165.9638 11.64863
279265 4866935 9 778 165.9638 11.64863
279275 4866935 9 778 180 11.30993
279285 4866935 9 778 165.9638 11.64863
279295 4866935 9 777 165.9638 11.64863
279305 4866935 9 777 180 11.30993
279315 4866935 9 777 180 11.30993
279325 4866935 9 777 176.1859 10.64269
279335 4866935 9 777 164.0546 10.31508
279345 4866935 9 776 154.9831 11.69021
279355 4866935 9 775 163.6105 12.4894
279365 4866935 9 775 167.4712 12.97935
279375 4866935 9 774 157.6199 12.94241
279385 4866935 9 773 165.9638 11.64863
279395 4866935 9 773 165.9638 11.64863
279405 4866935 9 772 161.565 11.17999
279415 4866935 9 772 167.0054 9.468127
279425 4866935 9 771 161.565 8.984877
279435 4866935 9 771 161.565 8.984877
279445 4866935 9 770 161.565 8.984877
279455 4866935 9 770 158.9625 9.876473
279465 4866935 9 769 164.0546 10.31508
279475 4866935 9 769 164.0546 10.31508
279485 4866935 9 768 154.9831 11.69021
279495 4866935 9 767 165.9638 11.64863
279505 4866935 9 767 165.9638 11.64863
279515 4866935 9 766 165.9638 11.64863
279525 4866935 9 766 180 11.30993
279535 4866935 9 766 180 11.30993
279545 4866935 9 766 176.6335 12.01703
279555 4866935 9 766 171.0274 13.51969
279565 4866935 9 765 171.0274 13.51969
279575 4866935 9 765 173.6598 12.75587
279585 4866935 9 765 167.4712 12.97935
279595 4866935 9 764 169.992 12.17678
