utmx utmy Watershednum elevation aspect slope
277985 4866555 7 776 40.6013 12.97935
277995 4866555 7 775 40.91438 13.93471
278005 4866555 7 773 36.8699 14.03624
278015 4866555 7 772 30.96376 12.3342
278025 4866555 7 771 34.69515 11.17999
278035 4866555 7 770 33.69007 10.21938
278045 4866555 7 769 28.30076 10.45686
278055 4866555 7 768 23.19859 10.77977
278065 4866555 7 767 15.9454 10.31508
278075 4866555 7 767 3.814075 10.64269
278085 4866555 7 767 3.814075 10.64269
278095 4866555 7 767 4.398705 9.256682
278105 4866555 7 767 0 8.530766
278115 4866555 7 767 355.6013 9.256682
278125 4866555 7 767 351.8699 10.02499
278135 4866555 7 767 347.0054 9.468127
278145 4866555 7 768 333.4349 9.520202
278155 4866555 7 769 335.556 8.588925
278165 4866555 7 769 330.9454 7.333393
278175 4866555 7 770 333.4349 6.37937
278185 4866555 7 770 333.4349 6.37937
278195 4866555 7 771 307.875 8.111279
278205 4866555 7 772 296.5651 9.520202
278215 4866555 7 774 293.1986 10.77977
278225 4866555 7 776 288.4349 11.17999
278235 4866555 7 778 285.9454 10.31508
278245 4866555 7 779 288.4349 8.984877
278255 4866555 7 781 291.8014 7.667577
278265 4866555 7 782 296.5651 6.37937
278275 4866555 7 783 300.9637 4.16874
278285 4866555 7 783 296.5651 3.199601
278295 4866555 7 784 300.9637 4.16874
278305 4866555 7 784 303.6901 5.150652
278315 4866555 7 785 296.5651 6.37937
278325 4866555 7 786 296.5651 6.37937
278335 4866555 7 787 291.8014 7.667577
278345 4866555 8 789 291.8014 7.667577
278355 4866555 8 790 296.5651 6.37937
278365 4866555 8 791 288.4349 6.762861
278375 4866555 8 792 276.3402 6.457954
278385 4866555 8 793 270 8.530766
278395 4866555 8 795 270 8.530766
278405 4866555 8 796 275.1944 7.860959
278415 4866555 8 798 279.4623 8.64667
278425 4866555 8 799 270 8.530766
278435 4866555 8 801 260.5377 8.64667
278445 4866555 8 802 260.5377 8.64667
278455 4866555 8 804 258.6901 10.82504
278465 4866555 8 806 256.6075 15.10092
278475 4866555 8 809 254.3578 17.97923
278485 4866555 8 812 251.565 17.5484
278495 4866555 8 815 248.1986 15.06996
278505 4866555 8 817 244.9831 11.69021
278515 4866555 8 819 240.9454 7.333393
278525 4866555 8 819 236.3099 5.150652
278535 4866555 8 820 246.8014 5.438008
278545 4866555 8 821 251.565 4.520227
278555 4866555 8 822 251.565 4.520227
278565 4866555 8 823 270 5.710593
278575 4866555 8 824 288.4349 6.762861
278585 4866555 8 825 296.5651 6.37937
278595 4866555 8 826 288.4349 8.984877
278605 4866555 8 828 288.4349 8.984877
278615 4866555 8 829 305.5377 6.13738
278625 4866555 8 830 315 6.054499
278635 4866555 8 831 315 5.051153
278645 4866555 8 831 333.4349 3.199601
278655 4866555 8 831 348.6901 3.646971
278665 4866555 8 831 0 5.710593
278675 4866555 8 831 11.30993 7.264627
278685 4866555 8 831 21.80141 7.667577
278695 4866555 8 830 26.56505 9.520202
278705 4866555 8 829 26.56505 12.60438
278715 4866555 8 828 30.06858 15.34595
278725 4866555 8 826 30.06858 15.34595
278735 4866555 8 825 27.89727 13.51969
278745 4866555 8 824 36.8699 14.03624
278755 4866555 8 822 30.96376 12.3342
278765 4866555 8 822 21.03751 9.876473
278775 4866555 8 821 28.30076 10.45686
278785 4866555 8 820 15.9454 10.31508
278795 4866555 8 820 15.9454 10.31508
278805 4866555 8 819 11.30993 10.82504
278815 4866555 8 819 0 11.30993
278825 4866555 8 819 356.6335 12.01703
278835 4866555 8 819 356.9872 13.37805
278845 4866555 8 819 351.8699 14.85106
278855 4866555 8 820 353.1572 17.47098
278865 4866555 8 820 0 20.55605
278875 4866555 8 820 356.4237 21.83995
278885 4866555 8 820 356.4237 21.83995
278895 4866555 8 820 356.4237 21.83995
278905 4866555 8 821 354.8056 22.49939
278915 4866555 8 821 353.2902 23.16759
278925 4866555 8 822 348.0239 22.86409
278935 4866555 8 823 350.8376 21.4304
278945 4866555 9 823 354.0939 20.02349
278955 4866555 9 824 351.8699 19.47122
278965 4866555 9 824 349.5085 18.94418
278975 4866555 9 825 345.9637 17.18333
278985 4866555 9 826 346.6075 15.10092
278995 4866555 9 826 343.3008 14.62828
279005 4866555 9 827 339.7751 14.2036
279015 4866555 9 828 337.6199 12.94241
279025 4866555 9 829 333.4349 12.60438
279035 4866555 9 830 334.9831 11.69021
279045 4866555 9 831 338.9625 9.876473
279055 4866555 9 831 333.4349 9.520202
279065 4866555 9 832 327.5288 9.256682
279075 4866555 9 833 338.1986 7.667577
279085 4866555 9 833 338.1986 7.667577
279095 4866555 9 834 341.5651 6.762861
279105 4866555 9 834 0 5.710593
279115 4866555 9 834 0 4.289153
279125 4866555 9 834 0 1.432096
279135 4866555 9 834 -1 0
279145 4866555 9 834 -1 0
279155 4866555 9 834 -1 0
279165 4866555 9 834 -1 0
279175 4866555 9 834 90 2.862405
279185 4866555 9 833 90 2.862405
279195 4866555 9 833 90 2.862405
279205 4866555 9 832 81.8699 5.051153
279215 4866555 9 831 66.80141 5.438008
279225 4866555 9 830 63.43495 6.37937
279235 4866555 9 829 60.9454 7.333393
279245 4866555 9 828 63.43495 9.520202
279255 4866555 9 826 63.43495 9.520202
279265 4866555 9 825 61.69925 10.45686
279275 4866555 9 823 56.30993 10.21938
279285 4866555 9 822 50.71059 10.07397
279295 4866555 9 820 49.76364 12.01703
279305 4866555 9 819 45 11.97673
279315 4866555 9 817 39.80557 11.04835
279325 4866555 9 816 39.80557 11.04835
279335 4866555 9 815 39.80557 11.04835
279345 4866555 9 814 39.80557 11.04835
279355 4866555 9 812 39.80557 11.04835
279365 4866555 9 811 34.69515 11.17999
279375 4866555 9 810 35.53768 12.13706
279385 4866555 9 809 40.23636 12.01703
279395 4866555 9 807 45 11.97673
279405 4866555 9 806 45 11.97673
279415 4866555 9 804 39.80557 11.04835
279425 4866555 9 803 39.80557 11.04835
279435 4866555 9 802 39.80557 11.04835
279445 4866555 9 801 39.80557 11.04835
279455 4866555 9 799 45 11.00409
279465 4866555 9 798 45 10.02499
279475 4866555 9 797 39.28941 10.07397
279485 4866555 9 796 32.47119 9.256682
279495 4866555 9 795 37.87498 8.111279
279505 4866555 9 794 45 8.049467
279515 4866555 9 793 45 8.049467
279525 4866555 9 792 45 8.049467
279535 4866555 9 791 45 8.049467
279545 4866555 9 790 45 8.049467
279555 4866555 9 789 45 8.049467
279565 4866555 9 788 45 8.049467
279575 4866555 9 787 26.56505 6.37937
279585 4866555 9 787 26.56505 6.37937
279595 4866555 9 786 36.8699 7.125016
279605 4866555 9 786 26.56505 6.37937
279615 4866555 9 785 36.8699 7.125016
279625 4866555 9 784 26.56505 6.37937
279635 4866555 9 784 26.56505 6.37937
279645 4866555 9 783 35.53768 6.13738
279655 4866555 9 783 33.69007 5.150652
279665 4866555 9 782 45 7.054132
279675 4866555 9 781 45 8.049467
279685 4866555 9 780 45 8.049467
279695 4866555 9 779 45 9.039936
279705 4866555 9 778 39.28941 10.07397
279715 4866555 9 777 33.69007 10.21938
279725 4866555 9 776 33.69007 10.21938
279735 4866555 9 775 39.80557 11.04835
279745 4866555 9 773 28.30076 10.45686
279755 4866555 9 773 18.43495 11.17999
279765 4866555 9 772 26.56505 12.60438
279775 4866555 9 771 26.56505 12.60438
279785 4866555 9 770 26.56505 12.60438
279795 4866555 9 769 26.56505 12.60438
277535 4866565 7 819 8.130102 10.02499
277545 4866565 7 819 4.398705 9.256682
277555 4866565 7 819 0 8.530766
277565 4866565 7 819 5.194429 7.860959
277575 4866565 7 819 18.43495 6.762861
277585 4866565 7 818 36.8699 7.125016
277595 4866565 7 817 45 9.039936
277605 4866565 7 816 39.28941 10.07397
277615 4866565 7 815 40.23636 12.01703
277625 4866565 7 813 25.01689 11.69021
277635 4866565 7 813 14.03624 11.64863
277645 4866565 7 812 14.03624 11.64863
277655 4866565 7 812 14.03624 11.64863
277665 4866565 7 811 26.56505 12.60438
277675 4866565 7 810 22.38013 12.94241
277685 4866565 7 809 20.22486 14.2036
277695 4866565 7 808 16.69924 14.62828
277705 4866565 7 808 14.74356 13.79797
277715 4866565 7 807 20.55605 12.05719
277725 4866565 7 806 15.9454 10.31508
277735 4866565 7 806 3.814075 10.64269
277745 4866565 7 806 0 11.30993
277755 4866565 7 806 0 11.30993
277765 4866565 7 806 3.814075 10.64269
277775 4866565 7 806 4.398705 9.256682
277785 4866565 7 806 9.462322 8.64667
277795 4866565 7 805 18.43495 8.984877
277805 4866565 7 805 9.462322 8.64667
277815 4866565 7 805 12.99462 9.468127
277825 4866565 7 804 25.01689 11.69021
277835 4866565 7 803 22.38013 12.94241
277845 4866565 7 802 20.22486 14.2036
277855 4866565 7 801 25.34618 14.72425
277865 4866565 7 800 29.0546 14.43409
277875 4866565 7 799 33.69007 15.13181
277885 4866565 7 797 33.69007 15.13181
277895 4866565 7 796 33.69007 15.13181
277905 4866565 7 794 33.69007 15.13181
277915 4866565 7 793 34.38034 16.05432
277925 4866565 7 791 41.98721 18.58988
277935 4866565 7 788 45 18.56595
277945 4866565 7 786 45 17.65097
277955 4866565 7 784 41.63354 16.75389
277965 4866565 7 782 41.42366 15.82244
277975 4866565 7 780 45 15.79317
277985 4866565 7 778 40.91438 13.93471
277995 4866565 7 777 40.6013 12.97935
278005 4866565 7 775 40.6013 12.97935
278015 4866565 7 774 40.23636 12.01703
278025 4866565 7 772 39.80557 11.04835
278035 4866565 7 771 33.69007 10.21938
278045 4866565 7 770 26.56505 9.520202
278055 4866565 7 770 21.03751 9.876473
278065 4866565 7 769 15.9454 10.31508
278075 4866565 7 769 4.398705 9.256682
278085 4866565 7 769 9.462322 8.64667
278095 4866565 7 768 9.462322 8.64667
278105 4866565 7 768 0 8.530766
278115 4866565 7 768 350.5377 8.64667
278125 4866565 7 769 350.5377 8.64667
278135 4866565 7 769 354.8056 7.860959
278145 4866565 7 769 330.9454 7.333393
278155 4866565 7 770 333.4349 6.37937
278165 4866565 7 770 333.4349 6.37937
278175 4866565 7 771 333.4349 6.37937
278185 4866565 7 771 333.4349 6.37937
278195 4866565 7 772 315 8.049467
278205 4866565 7 773 302.4712 9.256682
278215 4866565 7 775 291.0375 9.876473
278225 4866565 7 776 282.9946 9.468127
278235 4866565 7 778 278.1301 10.02499
278245 4866565 7 780 279.4623 8.64667
278255 4866565 7 781 276.3402 6.457954
278265 4866565 7 782 270 5.710593
278275 4866565 7 783 270 2.862405
278285 4866565 7 783 270 2.862405
278295 4866565 7 784 278.1301 5.051153
278305 4866565 7 785 293.1986 5.438008
278315 4866565 7 786 296.5651 6.37937
278325 4866565 7 787 296.5651 6.37937
278335 4866565 8 788 288.4349 6.762861
278345 4866565 8 789 276.3402 6.457954
278355 4866565 8 790 270 5.710593
278365 4866565 8 791 270 5.710593
278375 4866565 8 792 276.3402 6.457954
278385 4866565 8 793 279.4623 8.64667
278395 4866565 8 795 275.1944 7.860959
278405 4866565 8 796 270 8.530766
278415 4866565 8 798 270 8.530766
278425 4866565 8 799 263.6598 6.457954
278435 4866565 8 800 254.7449 8.111279
278445 4866565 8 802 251.565 8.984877
278455 4866565 8 803 248.9625 9.876473
278465 4866565 8 805 249.7751 14.2036
278475 4866565 8 808 251.565 17.5484
278485 4866565 8 811 248.6294 17.15688
278495 4866565 8 814 243.435 15.61613
278505 4866565 8 816 237.9946 13.27067
278515 4866565 8 818 230.7106 10.07397
278525 4866565 8 819 233.1301 7.125016
278535 4866565 8 820 243.435 6.37937
278545 4866565 8 821 236.3099 5.150652
278555 4866565 8 821 236.3099 5.150652
278565 4866565 8 822 248.1986 7.667577
278575 4866565 8 824 248.1986 7.667577
278585 4866565 8 825 251.565 6.762861
278595 4866565 8 826 260.5377 8.64667
278605 4866565 8 828 254.7449 8.111279
278615 4866565 8 829 243.435 6.37937
278625 4866565 8 830 236.3099 5.150652
278635 4866565 8 830 225 4.044691
278645 4866565 8 831 225 3.035724
278655 4866565 8 831 251.565 2.263636
278665 4866565 8 832 270 1.432096
278675 4866565 8 832 90 1.432096
278685 4866565 8 831 45 2.024868
278695 4866565 8 831 18.43495 4.520227
278705 4866565 8 831 29.0546 7.333393
278715 4866565 8 830 33.69007 10.21938
278725 4866565 8 829 36.25384 13.08946
278735 4866565 8 827 36.25384 13.08946
278745 4866565 8 826 40.6013 12.97935
278755 4866565 8 824 40.23636 12.01703
278765 4866565 8 823 32.47119 9.256682
278775 4866565 8 822 24.44395 8.588925
278785 4866565 8 822 18.43495 8.984877
278795 4866565 8 821 12.99462 9.468127
278805 4866565 8 821 3.814075 10.64269
278815 4866565 8 821 356.6335 12.01703
278825 4866565 8 821 348.6901 14.30291
278835 4866565 8 822 352.5686 16.16874
278845 4866565 8 822 350.5377 16.91652
278855 4866565 8 823 344.3578 17.97923
278865 4866565 8 824 351.8699 19.47122
278875 4866565 8 824 352.875 21.955
278885 4866565 8 825 355.1009 23.70648
278895 4866565 8 825 358.3634 23.63796
278905 4866565 8 825 353.2902 23.16759
278915 4866565 8 826 353.2902 23.16759
278925 4866565 8 826 352.875 21.955
278935 4866565 8 827 354.0939 20.02349
278945 4866565 9 827 357.8789 18.66144
278955 4866565 9 827 353.1572 17.47098
278965 4866565 9 828 352.5686 16.16874
278975 4866565 9 828 351.8699 14.85106
278985 4866565 9 828 348.6901 14.30291
278995 4866565 9 829 343.3008 14.62828
279005 4866565 9 830 345.2564 13.79797
279015 4866565 9 830 343.6105 12.4894
279025 4866565 9 831 334.9831 11.69021
279035 4866565 9 832 338.9625 9.876473
279045 4866565 9 832 338.9625 9.876473
279055 4866565 9 833 336.8014 10.77977
279065 4866565 9 834 341.5651 8.984877
279075 4866565 9 834 341.5651 6.762861
279085 4866565 9 835 336.8014 5.438008
279095 4866565 9 835 348.6901 3.646971
279105 4866565 9 835 0 2.862405
279115 4866565 9 835 26.56505 3.199601
279125 4866565 9 834 26.56505 3.199601
279135 4866565 9 834 18.43495 2.263636
279145 4866565 9 834 45 1.01275
279155 4866565 9 834 -1 0
279165 4866565 9 834 -1 0
279175 4866565 9 834 90 2.862405
279185 4866565 9 833 90 2.862405
279195 4866565 9 833 71.56505 2.263636
279205 4866565 9 832 59.03624 4.16874
279215 4866565 9 832 56.30993 5.150652
279225 4866565 9 831 63.43495 6.37937
279235 4866565 9 830 63.43495 6.37937
279245 4866565 9 829 65.55605 8.588925
279255 4866565 9 827 57.52881 9.256682
279265 4866565 9 826 50.71059 10.07397
279275 4866565 9 824 50.19443 11.04835
279285 4866565 9 823 45 10.02499
279295 4866565 9 822 45 11.00409
279305 4866565 9 820 45 11.97673
279315 4866565 9 819 39.80557 11.04835
279325 4866565 9 818 39.80557 11.04835
279335 4866565 9 816 39.80557 11.04835
279345 4866565 9 815 34.69515 11.17999
279355 4866565 9 814 35.53768 12.13706
279365 4866565 9 813 34.69515 11.17999
279375 4866565 9 812 39.80557 11.04835
279385 4866565 9 810 45 11.97673
279395 4866565 9 809 45 11.97673
279405 4866565 9 807 45 11.97673
279415 4866565 9 806 39.80557 11.04835
279425 4866565 9 805 39.80557 11.04835
279435 4866565 9 803 45 11.00409
279445 4866565 9 802 45 10.02499
279455 4866565 9 801 45 11.00409
279465 4866565 9 799 45 11.00409
279475 4866565 9 798 45 9.039936
279485 4866565 9 797 45 8.049467
279495 4866565 9 796 45 8.049467
279505 4866565 9 795 45 8.049467
279515 4866565 9 794 45 8.049467
279525 4866565 9 793 45 8.049467
279535 4866565 9 792 45 8.049467
279545 4866565 9 791 45 8.049467
279555 4866565 9 790 45 8.049467
279565 4866565 9 789 45 8.049467
279575 4866565 9 788 26.56505 6.37937
279585 4866565 9 788 26.56505 6.37937
279595 4866565 9 787 45 7.054132
279605 4866565 9 786 33.69007 5.150652
279615 4866565 9 786 35.53768 6.13738
279625 4866565 9 785 35.53768 6.13738
279635 4866565 9 785 33.69007 5.150652
279645 4866565 9 784 45 6.054499
279655 4866565 9 783 45 5.051153
279665 4866565 9 783 56.30993 5.150652
279675 4866565 9 782 54.46232 6.13738
279685 4866565 9 781 45 7.054132
279695 4866565 9 780 45 8.049467
279705 4866565 9 779 37.87498 8.111279
279715 4866565 9 778 32.47119 9.256682
279725 4866565 9 777 33.69007 10.21938
279735 4866565 9 776 34.69515 11.17999
279745 4866565 9 775 18.43495 11.17999
279755 4866565 9 775 14.03624 11.64863
279765 4866565 9 774 26.56505 12.60438
279775 4866565 9 773 26.56505 12.60438
279785 4866565 9 772 26.56505 12.60438
279795 4866565 9 771 26.56505 12.60438
277535 4866575 7 821 15.25512 8.111279
277545 4866575 7 820 18.43495 6.762861
277555 4866575 7 820 0 5.710593
277565 4866575 7 820 23.19859 5.438008
277575 4866575 7 819 45 5.051153
277585 4866575 7 819 45 5.051153
277595 4866575 7 818 45 7.054132
277605 4866575 7 817 45 8.049467
277615 4866575 7 816 38.65981 9.094641
277625 4866575 7 815 15.9454 10.31508
277635 4866575 7 815 14.03624 11.64863
277645 4866575 7 814 14.03624 11.64863
277655 4866575 7 814 14.03624 11.64863
277665 4866575 7 813 22.38013 12.94241
277675 4866575 7 812 14.74356 13.79797
277685 4866575 7 812 16.69924 14.62828
277695 4866575 7 811 20.22486 14.2036
277705 4866575 7 810 22.38013 12.94241
277715 4866575 7 809 26.56505 12.60438
277725 4866575 7 808 14.03624 11.64863
277735 4866575 7 808 3.814075 10.64269
277745 4866575 7 808 4.398705 9.256682
277755 4866575 7 808 0 8.530766
277765 4866575 7 808 9.462322 8.64667
277775 4866575 7 807 15.25512 8.111279
277785 4866575 7 807 11.30993 7.264627
277795 4866575 7 807 15.25512 8.111279
277805 4866575 7 806 15.25512 8.111279
277815 4866575 7 806 11.30993 7.264627
277825 4866575 7 806 24.44395 8.588925
277835 4866575 7 805 21.03751 9.876473
277845 4866575 7 805 18.43495 11.17999
277855 4866575 7 804 32.00538 13.27067
277865 4866575 7 802 32.00538 13.27067
277875 4866575 7 801 36.8699 14.03624
277885 4866575 7 799 36.8699 14.03624
277895 4866575 7 798 36.8699 14.03624
277905 4866575 7 796 40.91438 13.93471
277915 4866575 7 795 40.6013 12.97935
277925 4866575 7 793 45 15.79317
277935 4866575 7 791 45 18.56595
277945 4866575 7 788 45 18.56595
277955 4866575 7 786 45 16.72659
277965 4866575 7 784 45 15.79317
277975 4866575 7 782 45 15.79317
277985 4866575 7 780 45 14.85106
277995 4866575 7 778 40.6013 12.97935
278005 4866575 7 777 40.6013 12.97935
278015 4866575 7 775 40.6013 12.97935
278025 4866575 7 774 30.96376 12.3342
278035 4866575 7 773 26.56505 12.60438
278045 4866575 7 772 25.01689 11.69021
278055 4866575 7 771 21.03751 9.876473
278065 4866575 7 771 24.44395 8.588925
278075 4866575 7 770 18.43495 6.762861
278085 4866575 7 770 6.340192 6.457954
278095 4866575 7 770 5.194429 7.860959
278105 4866575 7 770 0 8.530766
278115 4866575 7 770 354.8056 7.860959
278125 4866575 7 770 353.6598 6.457954
278135 4866575 7 770 0 5.710593
278145 4866575 7 770 333.4349 6.37937
278155 4866575 7 771 333.4349 6.37937
278165 4866575 7 771 333.4349 6.37937
278175 4866575 7 772 333.4349 6.37937
278185 4866575 7 772 333.4349 6.37937
278195 4866575 7 773 315 8.049467
278205 4866575 7 774 307.875 8.111279
278215 4866575 7 775 294.444 8.588925
278225 4866575 7 777 285.2551 8.111279
278235 4866575 7 778 274.3987 9.256682
278245 4866575 7 780 270 8.530766
278255 4866575 7 781 261.8699 5.051153
278265 4866575 7 782 246.8014 5.438008
278275 4866575 7 783 239.0362 4.16874
278285 4866575 7 783 258.6901 3.646971
278295 4866575 7 784 270 5.710593
278305 4866575 7 785 270 5.710593
278315 4866575 7 786 270 5.710593
278325 4866575 7 787 270 5.710593
278335 4866575 8 788 270 5.710593
278345 4866575 8 789 270 5.710593
278355 4866575 8 790 270 5.710593
278365 4866575 8 791 270 5.710593
278375 4866575 8 792 275.1944 7.860959
278385 4866575 8 794 279.4623 8.64667
278395 4866575 8 795 276.3402 6.457954
278405 4866575 8 796 264.8056 7.860959
278415 4866575 8 798 260.5377 8.64667
278425 4866575 8 799 263.6598 6.457954
278435 4866575 8 800 263.6598 6.457954
278445 4866575 8 801 254.7449 8.111279
278455 4866575 8 803 251.565 8.984877
278465 4866575 8 804 253.6105 12.4894
278475 4866575 8 807 250.0169 16.3104
278485 4866575 8 810 242.354 16.50623
278495 4866575 8 812 239.0362 16.25392
278505 4866575 8 815 233.1301 14.03624
278515 4866575 8 816 225 11.97673
278525 4866575 8 818 225 11.00409
278535 4866575 8 819 225 9.039936
278545 4866575 8 820 225 7.054132
278555 4866575 8 821 234.4623 6.13738
278565 4866575 8 822 240.9454 7.333393
278575 4866575 8 823 232.125 8.111279
278585 4866575 8 824 237.5288 9.256682
278595 4866575 8 826 243.435 9.520202
278605 4866575 8 827 232.125 8.111279
278615 4866575 8 828 225 8.049467
278625 4866575 8 829 225 7.054132
278635 4866575 8 830 225 5.051153
278645 4866575 8 830 239.0362 4.16874
278655 4866575 8 831 243.435 3.199601
278665 4866575 8 831 198.435 2.263636
278675 4866575 8 831 161.565 2.263636
278685 4866575 8 831 225 1.01275
278695 4866575 8 832 -1 0
278705 4866575 8 831 71.56505 2.263636
278715 4866575 8 831 45 4.044691
278725 4866575 8 830 52.12502 8.111279
278735 4866575 8 829 56.30993 10.21938
278745 4866575 8 827 50.71059 10.07397
278755 4866575 8 826 50.19443 11.04835
278765 4866575 8 824 38.65981 9.094641
278775 4866575 8 824 15.25512 8.111279
278785 4866575 8 823 12.99462 9.468127
278795 4866575 8 823 3.814075 10.64269
278805 4866575 8 823 0 11.30993
278815 4866575 8 823 349.992 12.17678
278825 4866575 8 824 339.7751 14.2036
278835 4866575 8 825 348.6901 14.30291
278845 4866575 8 825 346.6075 15.10092
278855 4866575 8 826 338.6294 17.15688
278865 4866575 8 827 345.9637 17.18333
278875 4866575 8 828 345.9637 17.18333
278885 4866575 8 829 350.5377 16.91652
278895 4866575 8 829 0 16.69924
278905 4866575 8 829 350.5377 16.91652
278915 4866575 8 830 350.5377 16.91652
278925 4866575 8 830 357.5104 16.05432
278935 4866575 8 830 357.2737 14.72425
278945 4866575 8 830 0 14.03624
278955 4866575 9 830 356.9872 13.37805
278965 4866575 9 830 353.6598 12.75587
278975 4866575 9 830 351.0274 13.51969
278985 4866575 9 831 351.0274 13.51969
278995 4866575 9 831 343.6105 12.4894
279005 4866575 9 832 345.9637 11.64863
279015 4866575 9 832 345.9637 11.64863
279025 4866575 9 833 341.5651 11.17999
279035 4866575 9 833 344.0546 10.31508
279045 4866575 9 834 336.8014 10.77977
279055 4866575 9 835 341.5651 8.984877
279065 4866575 9 835 353.6598 6.457954
279075 4866575 9 835 351.8699 5.051153
279085 4866575 9 835 348.6901 3.646971
279095 4866575 9 835 0 2.862405
279105 4866575 9 835 0 2.862405
279115 4866575 9 835 26.56505 3.199601
279125 4866575 9 835 26.56505 3.199601
279135 4866575 9 835 45 3.035724
279145 4866575 9 834 71.56505 2.263636
279155 4866575 9 834 -1 0
279165 4866575 9 834 -1 0
279175 4866575 9 834 90 2.862405
279185 4866575 9 833 90 2.862405
279195 4866575 9 833 45 1.01275
279205 4866575 9 833 63.43495 3.199601
279215 4866575 9 832 71.56505 4.520227
279225 4866575 9 831 66.80141 5.438008
279235 4866575 9 830 63.43495 6.37937
279245 4866575 9 829 60.9454 7.333393
279255 4866575 9 828 52.12502 8.111279
279265 4866575 9 827 45 9.039936
279275 4866575 9 826 50.19443 11.04835
279285 4866575 9 824 50.71059 10.07397
279295 4866575 9 823 45 9.039936
279305 4866575 9 822 45 11.00409
279315 4866575 9 820 39.80557 11.04835
279325 4866575 9 819 39.80557 11.04835
279335 4866575 9 818 39.80557 11.04835
279345 4866575 9 817 33.69007 10.21938
279355 4866575 9 816 39.80557 11.04835
279365 4866575 9 814 39.80557 11.04835
279375 4866575 9 813 39.80557 11.04835
279385 4866575 9 812 45 11.97673
279395 4866575 9 810 40.23636 12.01703
279405 4866575 9 809 40.6013 12.97935
279415 4866575 9 807 45 11.97673
279425 4866575 9 806 45 10.02499
279435 4866575 9 805 50.19443 11.04835
279445 4866575 9 803 50.71059 10.07397
279455 4866575 9 802 45 9.039936
279465 4866575 9 801 50.19443 11.04835
279475 4866575 9 799 50.71059 10.07397
279485 4866575 9 798 45 8.049467
279495 4866575 9 797 45 8.049467
279505 4866575 9 796 45 8.049467
279515 4866575 9 795 45 8.049467
279525 4866575 9 794 45 8.049467
279535 4866575 9 793 45 8.049467
279545 4866575 9 792 45 8.049467
279555 4866575 9 791 45 8.049467
279565 4866575 9 790 45 8.049467
279575 4866575 9 789 35.53768 6.13738
279585 4866575 9 789 33.69007 5.150652
279595 4866575 9 788 45 7.054132
279605 4866575 9 787 35.53768 6.13738
279615 4866575 9 787 33.69007 5.150652
279625 4866575 9 786 45 6.054499
279635 4866575 9 785 45 5.051153
279645 4866575 9 785 45 5.051153
279655 4866575 9 784 45 6.054499
279665 4866575 9 783 54.46232 6.13738
279675 4866575 9 782 45 5.051153
279685 4866575 9 782 35.53768 6.13738
279695 4866575 9 781 45 8.049467
279705 4866575 9 780 29.0546 7.333393
279715 4866575 9 780 18.43495 8.984877
279725 4866575 9 779 25.01689 11.69021
279735 4866575 9 778 22.38013 12.94241
279745 4866575 9 777 12.52881 12.97935
279755 4866575 9 777 16.38954 12.4894
279765 4866575 9 776 26.56505 12.60438
279775 4866575 9 775 26.56505 12.60438
279785 4866575 9 774 26.56505 12.60438
279795 4866575 9 773 26.56505 12.60438
277535 4866585 7 822 26.56505 6.37937
277545 4866585 7 821 26.56505 6.37937
277555 4866585 7 821 8.130102 5.051153
277565 4866585 7 821 33.69007 5.150652
277575 4866585 7 820 45 6.054499
277585 4866585 7 819 45 5.051153
277595 4866585 7 819 45 5.051153
277605 4866585 7 818 45 7.054132
277615 4866585 7 817 29.0546 7.333393
277625 4866585 7 817 5.194429 7.860959
277635 4866585 7 817 12.99462 9.468127
277645 4866585 7 816 15.9454 10.31508
277655 4866585 7 816 15.9454 10.31508
277665 4866585 7 815 14.03624 11.64863
277675 4866585 7 815 8.972627 13.51969
277685 4866585 7 814 16.69924 14.62828
277695 4866585 7 813 21.80141 15.06996
277705 4866585 7 812 21.80141 15.06996
277715 4866585 7 811 25.34618 14.72425
277725 4866585 7 810 16.38954 12.4894
277735 4866585 7 810 11.30993 10.82504
277745 4866585 7 809 12.99462 9.468127
277755 4866585 7 809 5.194429 7.860959
277765 4866585 7 809 11.30993 7.264627
277775 4866585 7 809 21.80141 7.667577
277785 4866585 7 808 18.43495 6.762861
277795 4866585 7 808 6.340192 6.457954
277805 4866585 7 808 21.80141 7.667577
277815 4866585 7 807 18.43495 6.762861
277825 4866585 7 807 26.56505 6.37937
277835 4866585 7 806 26.56505 6.37937
277845 4866585 7 806 26.56505 6.37937
277855 4866585 7 805 45 9.039936
277865 4866585 7 804 33.69007 10.21938
277875 4866585 7 803 36.25384 13.08946
277885 4866585 7 801 40.91438 13.93471
277895 4866585 7 800 45 12.94241
277905 4866585 7 798 49.3987 12.97935
277915 4866585 7 796 45 11.97673
277925 4866585 7 795 49.3987 12.97935
277935 4866585 7 793 48.81408 14.88257
277945 4866585 7 791 45 17.65097
277955 4866585 7 788 45 18.56595
277965 4866585 7 786 45 16.72659
277975 4866585 7 784 45 15.79317
277985 4866585 7 782 45 15.79317
277995 4866585 7 780 40.91438 13.93471
278005 4866585 7 779 40.6013 12.97935
278015 4866585 7 777 40.6013 12.97935
278025 4866585 7 776 34.69515 11.17999
278035 4866585 7 775 33.69007 10.21938
278045 4866585 7 774 33.69007 10.21938
278055 4866585 7 773 32.47119 9.256682
278065 4866585 7 772 30.96376 8.293805
278075 4866585 7 771 21.80141 7.667577
278085 4866585 7 771 6.340192 6.457954
